"PP04B_COD";"PP04B_label";"caes_seccion_cod";"caes_seccion_label";"caes_division_cod";"caes_division_label";"caes_eph_cod";"caes_eph_label";"caes_version"
"94";"ACTIVIDADES DE ASOCIACIONES";"S";"OTRAS ACTIVIDADES DE SERVICIOS";"94";"ACTIVIDADES DE ASOCIACIONES";"12";"Otros servicios comunitarios, sociales y personales";"1.0"
"9401";"Actividades de organizaciones empresariales, profesionales y de empleadores";"S";"OTRAS ACTIVIDADES DE SERVICIOS";"94";"ACTIVIDADES DE ASOCIACIONES";"12";"Otros servicios comunitarios, sociales y personales";"1.0"
"9402";"Actividades de sindicatos";"S";"OTRAS ACTIVIDADES DE SERVICIOS";"94";"ACTIVIDADES DE ASOCIACIONES";"12";"Otros servicios comunitarios, sociales y personales";"1.0"
"9409";"Actividades de asociaciones n.c.p.";"S";"OTRAS ACTIVIDADES DE SERVICIOS";"94";"ACTIVIDADES DE ASOCIACIONES";"12";"Otros servicios comunitarios, sociales y personales";"1.0"
"95";"REPARACIÓN DE EQUIPOS INFORMÁTICOS Y DE COMUNICACIÓN; EFECTOS DE USO PERSONAL Y DOMÉSTICO";"S";"OTRAS ACTIVIDADES DE SERVICIOS";"95";"REPARACIÓN DE EQUIPOS INFORMÁTICOS Y DE COMUNICACIÓN; EFECTOS DE USO PERSONAL Y DOMÉSTICO";"12";"Otros servicios comunitarios, sociales y personales";"1.0"
"9501";"Reparación de equipos informáticos";"S";"OTRAS ACTIVIDADES DE SERVICIOS";"95";"REPARACIÓN DE EQUIPOS INFORMÁTICOS Y DE COMUNICACIÓN; EFECTOS DE USO PERSONAL Y DOMÉSTICO";"12";"Otros servicios comunitarios, sociales y personales";"1.0"
"9502";"Reparación de equipos de comunicación";"S";"OTRAS ACTIVIDADES DE SERVICIOS";"95";"REPARACIÓN DE EQUIPOS INFORMÁTICOS Y DE COMUNICACIÓN; EFECTOS DE USO PERSONAL Y DOMÉSTICO";"12";"Otros servicios comunitarios, sociales y personales";"1.0"
"9503";"Reparación de efectos de uso personal y doméstico";"S";"OTRAS ACTIVIDADES DE SERVICIOS";"95";"REPARACIÓN DE EQUIPOS INFORMÁTICOS Y DE COMUNICACIÓN; EFECTOS DE USO PERSONAL Y DOMÉSTICO";"12";"Otros servicios comunitarios, sociales y personales";"1.0"
"96";"OTRAS ACTIVIDADES DE SERVICIOS PERSONALES";"S";"OTRAS ACTIVIDADES DE SERVICIOS";"96";"OTRAS ACTIVIDADES DE SERVICIOS PERSONALES";"12";"Otros servicios comunitarios, sociales y personales";"1.0"
"9601";"Lavado y limpieza de artículos de tela, cuero y/o de piel, incluso limpieza en seco";"S";"OTRAS ACTIVIDADES DE SERVICIOS";"96";"OTRAS ACTIVIDADES DE SERVICIOS PERSONALES";"12";"Otros servicios comunitarios, sociales y personales";"1.0"
"9602";"Servicios de peluquería y tratamientos de belleza";"S";"OTRAS ACTIVIDADES DE SERVICIOS";"96";"OTRAS ACTIVIDADES DE SERVICIOS PERSONALES";"12";"Otros servicios comunitarios, sociales y personales";"1.0"
"9603";"Pompas fúnebres y servicios conexos";"S";"OTRAS ACTIVIDADES DE SERVICIOS";"96";"OTRAS ACTIVIDADES DE SERVICIOS PERSONALES";"12";"Otros servicios comunitarios, sociales y personales";"1.0"
"9609";"Servicios personales n.c.p.";"S";"OTRAS ACTIVIDADES DE SERVICIOS";"96";"OTRAS ACTIVIDADES DE SERVICIOS PERSONALES";"12";"Otros servicios comunitarios, sociales y personales";"1.0"
"97";"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO";"T";"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO; ACTIVIDADES DE LOS HOGARES COMO PRODUCTORES DE BIENES O SERVICIOS PARA USO PROPIO";"97";"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO";"11";"Servicio domestico";"1.0"
"9700";"Actividades de los hogares como empleadores de personal doméstico";"T";"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO; ACTIVIDADES DE LOS HOGARES COMO PRODUCTORES DE BIENES O SERVICIOS PARA USO PROPIO";"97";"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO";"11";"Servicio domestico";"1.0"
"98";"ACTIVIDADES DE LOS HOGARES COMO PRODUCTORES DE BIENES O SERVICIOS PARA USO PROPIO";"T";"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO; ACTIVIDADES DE LOS HOGARES COMO PRODUCTORES DE BIENES O SERVICIOS PARA USO PROPIO";"98";"ACTIVIDADES DE LOS HOGARES COMO PRODUCTORES DE BIENES O SERVICIOS PARA USO PROPIO";"11";"Servicio domestico";"1.0"
"9800";"Actividades de los hogares como productores de bienes o servicios para uso propio";"T";"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO; ACTIVIDADES DE LOS HOGARES COMO PRODUCTORES DE BIENES O SERVICIOS PARA USO PROPIO";"98";"ACTIVIDADES DE LOS HOGARES COMO PRODUCTORES DE BIENES O SERVICIOS PARA USO PROPIO";"11";"Servicio domestico";"1.0"
"99";"ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES";"U";"ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES";"99";"ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES";"13";"Otras ramas";"1.0"
"9900";"Actividades de organizaciones y organismos extraterritoriales";"U";"ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES";"99";"ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES";"13";"Otras ramas";"1.0"
"9999";"Descripción de Actividad Vacía / Actividad no Especificada claramente.";"Z";"ACTIVIDAD NO ESPECIFICADA CLARAMENTE";"99";"ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES";"14";"Actividades no bien especificadas";"1.0"
"01";"AGRICULTURA, GANADERIA, CAZA Y SERVICIOS CONEXOS";"A";"AGRICULTURA, GANADERIA, CAZA Y SILVICULTURA";"01";"AGRICULTURA, GANADERIA, CAZA Y SERVICIOS CONEXOS";NA;NA;"0"
"0101";"Cultivos agrícolas";"A";"AGRICULTURA, GANADERIA, CAZA Y SILVICULTURA";"01";"AGRICULTURA, GANADERIA, CAZA Y SERVICIOS CONEXOS";NA;NA;"0"
"0102";"Cría de animales";"A";"AGRICULTURA, GANADERIA, CAZA Y SILVICULTURA";"01";"AGRICULTURA, GANADERIA, CAZA Y SERVICIOS CONEXOS";NA;NA;"0"
"0103";"Cultivo de productos agrícolas en combinación con la cría de animales";"A";"AGRICULTURA, GANADERIA, CAZA Y SILVICULTURA";"01";"AGRICULTURA, GANADERIA, CAZA Y SERVICIOS CONEXOS";NA;NA;"0"
"0104";"Servicios agrícolas y pecuarios, excepto los veterinarios";"A";"AGRICULTURA, GANADERIA, CAZA Y SILVICULTURA";"01";"AGRICULTURA, GANADERIA, CAZA Y SERVICIOS CONEXOS";NA;NA;"0"
"0105";"Caza y captura de animales vivos, repoblación de animales de caza y servicios conexos";"A";"AGRICULTURA, GANADERIA, CAZA Y SILVICULTURA";"01";"AGRICULTURA, GANADERIA, CAZA Y SERVICIOS CONEXOS";NA;NA;"0"
"02";"SILVICULTURA, EXTRACCION DE MADERA Y SERVICIOS CONEXOS";"A";"AGRICULTURA, GANADERIA, CAZA Y SILVICULTURA";"02";"SILVICULTURA, EXTRACCION DE MADERA Y SERVICIOS CONEXOS";NA;NA;"0"
"0200";"Silvicultura, extracción de madera y servicios conexos";"A";"AGRICULTURA, GANADERIA, CAZA Y SILVICULTURA";"02";"SILVICULTURA, EXTRACCION DE MADERA Y SERVICIOS CONEXOS";NA;NA;"0"
"05";"PESCA, EXPLOTACION DE CRIADEROS DE PECES, GRANJAS PISCICOLAS Y SERVICIOS CONEXOS";"B";"PESCA Y SERVICIOS CONEXOS";"05";"PESCA, EXPLOTACION DE CRIADEROS DE PECES, GRANJAS PISCICOLAS Y SERVICIOS CONEXOS";NA;NA;"0"
"0500";"Pesca, explotación de criaderos de peces, granjas piscícolas servicios conexos";"B";"PESCA Y SERVICIOS CONEXOS";"05";"PESCA, EXPLOTACION DE CRIADEROS DE PECES, GRANJAS PISCICOLAS Y SERVICIOS CONEXOS";NA;NA;"0"
"10";"EXTRACCION DE CARBON Y LIGNITO; EXTRACCION DE TURBA";"C";"EXPLOTACION DE MINAS Y CANTERAS";"10";"EXTRACCION DE CARBON Y LIGNITO; EXTRACCION DE TURBA";NA;NA;"0"
"1000";"Extracción de carbón y lignito; extracción de turba";"C";"EXPLOTACION DE MINAS Y CANTERAS";"10";"EXTRACCION DE CARBON Y LIGNITO; EXTRACCION DE TURBA";NA;NA;"0"
"11";"EXTRACCION DE PETROLEO CRUDO Y GAS NATURAL; ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA EXTRACCION DE PETROLEO Y GAS, EXCEPTO LAS ACTIVIDADES DE PROSPECCION";"C";"EXPLOTACION DE MINAS Y CANTERAS";"11";"EXTRACCION DE PETROLEO CRUDO Y GAS NATURAL; ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA EXTRACCION DE PETROLEO Y GAS, EXCEPTO LAS ACTIVIDADES DE PROSPECCION";NA;NA;"0"
"1100";"Extracción de petróleo crudo y gas natural; Actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección";"C";"EXPLOTACION DE MINAS Y CANTERAS";"11";"EXTRACCION DE PETROLEO CRUDO Y GAS NATURAL; ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA EXTRACCION DE PETROLEO Y GAS, EXCEPTO LAS ACTIVIDADES DE PROSPECCION";NA;NA;"0"
"12";"EXTRACCION DE MINERALES DE URANIO Y TORIO";"C";"EXPLOTACION DE MINAS Y CANTERAS";"12";"EXTRACCION DE MINERALES DE URANIO Y TORIO";NA;NA;"0"
"1200";"Extracción de minerales de uranio y torio";"C";"EXPLOTACION DE MINAS Y CANTERAS";"12";"EXTRACCION DE MINERALES DE URANIO Y TORIO";NA;NA;"0"
"13";"EXTRACCION DE MINERALES METALIFEROS";"C";"EXPLOTACION DE MINAS Y CANTERAS";"13";"EXTRACCION DE MINERALES METALIFEROS";NA;NA;"0"
"1300";"Extracción de minerales metalíferos";"C";"EXPLOTACION DE MINAS Y CANTERAS";"13";"EXTRACCION DE MINERALES METALIFEROS";NA;NA;"0"
"14";"EXPLOTACION DE MINAS Y CANTERAS N.C.P.";"C";"EXPLOTACION DE MINAS Y CANTERAS";"14";"EXPLOTACION DE MINAS Y CANTERAS N.C.P.";NA;NA;"0"
"1400";"Explotación de minas y canteras n.c.p.";"C";"EXPLOTACION DE MINAS Y CANTERAS";"14";"EXPLOTACION DE MINAS Y CANTERAS N.C.P.";NA;NA;"0"
"15";"ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS";"D";"INDUSTRIA MANUFACTURERA";"15";"ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS";NA;NA;"0"
"1501";"Producción y procesamiento de carne y pescado";"D";"INDUSTRIA MANUFACTURERA";"15";"ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS";NA;NA;"0"
"1502";"Preparación de frutas, hortalizas y legumbres; aceites y grasas";"D";"INDUSTRIA MANUFACTURERA";"15";"ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS";NA;NA;"0"
"1503";"Elaboración de productos lácteos";"D";"INDUSTRIA MANUFACTURERA";"15";"ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS";NA;NA;"0"
"1504";"Elaboración de productos alimenticios n.c.p.";"D";"INDUSTRIA MANUFACTURERA";"15";"ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS";NA;NA;"0"
"1505";"Elaboración de bebidas";"D";"INDUSTRIA MANUFACTURERA";"15";"ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS";NA;NA;"0"
"16";"ELABORACION DE PRODUCTOS DE TABACO";"D";"INDUSTRIA MANUFACTURERA";"16";"ELABORACION DE PRODUCTOS DE TABACO";NA;NA;"0"
"1600";"Elaboración de productos de tabaco";"D";"INDUSTRIA MANUFACTURERA";"16";"ELABORACION DE PRODUCTOS DE TABACO";NA;NA;"0"
"17";"FABRICACION DE PRODUCTOS TEXTILES";"D";"INDUSTRIA MANUFACTURERA";"17";"FABRICACION DE PRODUCTOS TEXTILES";NA;NA;"0"
"1700";"Fabricación de productos textiles";"D";"INDUSTRIA MANUFACTURERA";"17";"FABRICACION DE PRODUCTOS TEXTILES";NA;NA;"0"
"18";"FABRICACION DE PRENDAS DE VESTIR; TERMINACION Y TEÑIDO DE PIELES";"D";"INDUSTRIA MANUFACTURERA";"18";"FABRICACION DE PRENDAS DE VESTIR; TERMINACION Y TEÑIDO DE PIELES";NA;NA;"0"
"1800";"Fabricación de prendas de vestir; terminación y teñido de pieles";"D";"INDUSTRIA MANUFACTURERA";"18";"FABRICACION DE PRENDAS DE VESTIR; TERMINACION Y TEÑIDO DE PIELES";NA;NA;"0"
"19";"CURTIDO Y TERMINACION DE CUEROS; FABRICACION DE ARTICULOS DE MARROQUINERIA, TALABARTERIA Y CALZADO Y DE SUS PARTES";"D";"INDUSTRIA MANUFACTURERA";"19";"CURTIDO Y TERMINACION DE CUEROS; FABRICACION DE ARTICULOS DE MARROQUINERIA, TALABARTERIA Y CALZADO Y DE SUS PARTES";NA;NA;"0"
"1901";"Curtido y terminación de cueros; fabricación de artículos de marroquinería y talabartería";"D";"INDUSTRIA MANUFACTURERA";"19";"CURTIDO Y TERMINACION DE CUEROS; FABRICACION DE ARTICULOS DE MARROQUINERIA, TALABARTERIA Y CALZADO Y DE SUS PARTES";NA;NA;"0"
"1902";"Fabricación de calzado y de sus partes";"D";"INDUSTRIA MANUFACTURERA";"19";"CURTIDO Y TERMINACION DE CUEROS; FABRICACION DE ARTICULOS DE MARROQUINERIA, TALABARTERIA Y CALZADO Y DE SUS PARTES";NA;NA;"0"
"20";"PRODUCCION DE MADERA Y FABRICACION DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACION DE ARTICULOS DE PAJA Y DE MATERIALES TRENZABLES";"D";"INDUSTRIA MANUFACTURERA";"20";"PRODUCCION DE MADERA Y FABRICACION DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACION DE ARTICULOS DE PAJA Y DE MATERIALES TRENZABLES";NA;NA;"0"
"2000";"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables";"D";"INDUSTRIA MANUFACTURERA";"20";"PRODUCCION DE MADERA Y FABRICACION DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACION DE ARTICULOS DE PAJA Y DE MATERIALES TRENZABLES";NA;NA;"0"
"21";"FABRICACION DE PAPEL Y DE PRODUCTOS DE PAPEL";"D";"INDUSTRIA MANUFACTURERA";"21";"FABRICACION DE PAPEL Y DE PRODUCTOS DE PAPEL";NA;NA;"0"
"2100";"Fabricación de papel y de productos de papel";"D";"INDUSTRIA MANUFACTURERA";"21";"FABRICACION DE PAPEL Y DE PRODUCTOS DE PAPEL";NA;NA;"0"
"22";"EDICION E IMPRESION; REPRODUCCION DE GRABACIONES";"D";"INDUSTRIA MANUFACTURERA";"22";"EDICION E IMPRESION; REPRODUCCION DE GRABACIONES";NA;NA;"0"
"2200";"Edición e impresión; reproducción de grabaciones";"D";"INDUSTRIA MANUFACTURERA";"22";"EDICION E IMPRESION; REPRODUCCION DE GRABACIONES";NA;NA;"0"
"23";"FABRICACION DE COQUE, PRODUCTOS DE LA REFINACION DEL PETROLEO Y COMBUSTIBLE NUCLEAR";"D";"INDUSTRIA MANUFACTURERA";"23";"FABRICACION DE COQUE, PRODUCTOS DE LA REFINACION DEL PETROLEO Y COMBUSTIBLE NUCLEAR";NA;NA;"0"
"2301";"Fabricación de productos de hornos de coque";"D";"INDUSTRIA MANUFACTURERA";"23";"FABRICACION DE COQUE, PRODUCTOS DE LA REFINACION DEL PETROLEO Y COMBUSTIBLE NUCLEAR";NA;NA;"0"
"2302";"Fabricación de productos de la refinación del petróleo";"D";"INDUSTRIA MANUFACTURERA";"23";"FABRICACION DE COQUE, PRODUCTOS DE LA REFINACION DEL PETROLEO Y COMBUSTIBLE NUCLEAR";NA;NA;"0"
"2303";"Elaboración de combustible nuclear";"D";"INDUSTRIA MANUFACTURERA";"23";"FABRICACION DE COQUE, PRODUCTOS DE LA REFINACION DEL PETROLEO Y COMBUSTIBLE NUCLEAR";NA;NA;"0"
"24";"FABRICACION DE SUSTANCIAS Y PRODUCTOS QUIMICOS";"D";"INDUSTRIA MANUFACTURERA";"24";"FABRICACION DE SUSTANCIAS Y PRODUCTOS QUIMICOS";NA;NA;"0"
"2401";"Fabricación de pinturas; barnices y productos de revestimiento similares; tintas de imprenta y masillas";"D";"INDUSTRIA MANUFACTURERA";"24";"FABRICACION DE SUSTANCIAS Y PRODUCTOS QUIMICOS";NA;NA;"0"
"2402";"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos";"D";"INDUSTRIA MANUFACTURERA";"24";"FABRICACION DE SUSTANCIAS Y PRODUCTOS QUIMICOS";NA;NA;"0"
"2403";"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador";"D";"INDUSTRIA MANUFACTURERA";"24";"FABRICACION DE SUSTANCIAS Y PRODUCTOS QUIMICOS";NA;NA;"0"
"2409";"Fabricación de sustancias químicas básicas, fibras manufacturadas y productos químicos n.c.p.";"D";"INDUSTRIA MANUFACTURERA";"24";"FABRICACION DE SUSTANCIAS Y PRODUCTOS QUIMICOS";NA;NA;"0"
"25";"FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLASTICO";"D";"INDUSTRIA MANUFACTURERA";"25";"FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLASTICO";NA;NA;"0"
"2501";"Fabricación de productos de caucho";"D";"INDUSTRIA MANUFACTURERA";"25";"FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLASTICO";NA;NA;"0"
"2502";"Fabricación de productos de plástico";"D";"INDUSTRIA MANUFACTURERA";"25";"FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLASTICO";NA;NA;"0"
"26";"FABRICACIÓN DE PRODUCTOS MINERALES NO METALICOS";"D";"INDUSTRIA MANUFACTURERA";"26";"FABRICACIÓN DE PRODUCTOS MINERALES NO METALICOS";NA;NA;"0"
"2601";"Fabricación de vidrio y productos de vidrio";"D";"INDUSTRIA MANUFACTURERA";"26";"FABRICACIÓN DE PRODUCTOS MINERALES NO METALICOS";NA;NA;"0"
"2609";"Fabricación de productos minerales no metálicos n.c.p.";"D";"INDUSTRIA MANUFACTURERA";"26";"FABRICACIÓN DE PRODUCTOS MINERALES NO METALICOS";NA;NA;"0"
"27";"FABRICACIÓN DE METALES COMUNES";"D";"INDUSTRIA MANUFACTURERA";"27";"FABRICACIÓN DE METALES COMUNES";NA;NA;"0"
"2700";"Fabricación de metales comunes";"D";"INDUSTRIA MANUFACTURERA";"27";"FABRICACIÓN DE METALES COMUNES";NA;NA;"0"
"28";"FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO";"D";"INDUSTRIA MANUFACTURERA";"28";"FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO";NA;NA;"0"
"2800";"Fabricación de productos elaborados de metal, excepto maquinaria y equipo";"D";"INDUSTRIA MANUFACTURERA";"28";"FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO";NA;NA;"0"
"29";"FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.";"D";"INDUSTRIA MANUFACTURERA";"29";"FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.";NA;NA;"0"
"2900";"Fabricación de maquinaria y equipo n.c.p.";"D";"INDUSTRIA MANUFACTURERA";"29";"FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.";NA;NA;"0"
"30";"FABRICACIÓN DE MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMÁTICA";"D";"INDUSTRIA MANUFACTURERA";"30";"FABRICACIÓN DE MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMÁTICA";NA;NA;"0"
"3000";"Fabricación de maquinaria de oficina, contabilidad e informática";"D";"INDUSTRIA MANUFACTURERA";"30";"FABRICACIÓN DE MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMÁTICA";NA;NA;"0"
"31";"FABRICACIÓN DE MAQUINARIA Y APARATOS ELÉCTRICOS N.C.P.";"D";"INDUSTRIA MANUFACTURERA";"31";"FABRICACIÓN DE MAQUINARIA Y APARATOS ELÉCTRICOS N.C.P.";NA;NA;"0"
"3100";"Fabricación de maquinaria y aparatos eléctricos n.c.p.";"D";"INDUSTRIA MANUFACTURERA";"31";"FABRICACIÓN DE MAQUINARIA Y APARATOS ELÉCTRICOS N.C.P.";NA;NA;"0"
"32";"FABRICACIÓN DE EQUIPOS Y APARATOS DE RADIO, TELEVISIÓN Y COMUNICACIONES";"D";"INDUSTRIA MANUFACTURERA";"32";"FABRICACIÓN DE EQUIPOS Y APARATOS DE RADIO, TELEVISIÓN Y COMUNICACIONES";NA;NA;"0"
"3200";"Fabricación de equipos y aparatos de radio, televisión y comunicaciones";"D";"INDUSTRIA MANUFACTURERA";"32";"FABRICACIÓN DE EQUIPOS Y APARATOS DE RADIO, TELEVISIÓN Y COMUNICACIONES";NA;NA;"0"
"33";"FABRICACIÓN DE INSTRUMENTOS MÉDICOS, ÓPTICOS Y DE PRECISIÓN; FABRICACIÓN DE RELOJES";"D";"INDUSTRIA MANUFACTURERA";"33";"FABRICACIÓN DE INSTRUMENTOS MÉDICOS, ÓPTICOS Y DE PRECISIÓN; FABRICACIÓN DE RELOJES";NA;NA;"0"
"3300";"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes";"D";"INDUSTRIA MANUFACTURERA";"33";"FABRICACIÓN DE INSTRUMENTOS MÉDICOS, ÓPTICOS Y DE PRECISIÓN; FABRICACIÓN DE RELOJES";NA;NA;"0"
"34";"FABRICACIÓN DE VEHÍCULOS AUTOMOTORES, REMOLQUES Y SEMIREMOLQUES";"D";"INDUSTRIA MANUFACTURERA";"34";"FABRICACIÓN DE VEHÍCULOS AUTOMOTORES, REMOLQUES Y SEMIREMOLQUES";NA;NA;"0"
"3400";"Fabricación de vehículos automotores, remolques y semiremolques";"D";"INDUSTRIA MANUFACTURERA";"34";"FABRICACIÓN DE VEHÍCULOS AUTOMOTORES, REMOLQUES Y SEMIREMOLQUES";NA;NA;"0"
"35";"FABRICACIÓN DE EQUIPO DE TRANSPORTE N.C.P.";"D";"INDUSTRIA MANUFACTURERA";"35";"FABRICACIÓN DE EQUIPO DE TRANSPORTE N.C.P.";NA;NA;"0"
"3501";"Construcción y reparación de buques y embarcaciones";"D";"INDUSTRIA MANUFACTURERA";"35";"FABRICACIÓN DE EQUIPO DE TRANSPORTE N.C.P.";NA;NA;"0"
"3502";"Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías";"D";"INDUSTRIA MANUFACTURERA";"35";"FABRICACIÓN DE EQUIPO DE TRANSPORTE N.C.P.";NA;NA;"0"
"3503";"Fabricación y reparación de aeronaves";"D";"INDUSTRIA MANUFACTURERA";"35";"FABRICACIÓN DE EQUIPO DE TRANSPORTE N.C.P.";NA;NA;"0"
"3509";"Fabricación de equipo de transporte n.c.p.";"D";"INDUSTRIA MANUFACTURERA";"35";"FABRICACIÓN DE EQUIPO DE TRANSPORTE N.C.P.";NA;NA;"0"
"36";"FABRICACIÓN DE MUEBLES Y COLCHONES; INDUSTRIAS MANUFACTURERAS N.C.P.";"D";"INDUSTRIA MANUFACTURERA";"36";"FABRICACIÓN DE MUEBLES Y COLCHONES; INDUSTRIAS MANUFACTURERAS N.C.P.";NA;NA;"0"
"3601";"Fabricación de muebles y colchones";"D";"INDUSTRIA MANUFACTURERA";"36";"FABRICACIÓN DE MUEBLES Y COLCHONES; INDUSTRIAS MANUFACTURERAS N.C.P.";NA;NA;"0"
"3609";"Industrias manufactureras n.c.p.";"D";"INDUSTRIA MANUFACTURERA";"36";"FABRICACIÓN DE MUEBLES Y COLCHONES; INDUSTRIAS MANUFACTURERAS N.C.P.";NA;NA;"0"
"37";"RECICLAMIENTO";"D";"INDUSTRIA MANUFACTURERA";"37";"RECICLAMIENTO";NA;NA;"0"
"3700";"Reciclamiento";"D";"INDUSTRIA MANUFACTURERA";"37";"RECICLAMIENTO";NA;NA;"0"
"40";"ELECTRICIDAD, GAS, VAPOR Y AGUA CALIENTE";"E";"ELECTRICIDAD, GAS Y AGUA";"40";"ELECTRICIDAD, GAS, VAPOR Y AGUA CALIENTE";NA;NA;"0"
"4001";"Generación, transporte y distribución de energía eléctrica";"E";"ELECTRICIDAD, GAS Y AGUA";"40";"ELECTRICIDAD, GAS, VAPOR Y AGUA CALIENTE";NA;NA;"0"
"4002";"Fabricación de gas y distribución de combustibles gaseosos por tuberías, suministro de vapor y agua caliente";"E";"ELECTRICIDAD, GAS Y AGUA";"40";"ELECTRICIDAD, GAS, VAPOR Y AGUA CALIENTE";NA;NA;"0"
"41";"CAPTACION, DEPURACION Y DISTRIBUCION DE AGUA";"E";"ELECTRICIDAD, GAS Y AGUA";"41";"CAPTACION, DEPURACION Y DISTRIBUCION DE AGUA";NA;NA;"0"
"4100";"Captación, depuración y distribución de agua";"E";"ELECTRICIDAD, GAS Y AGUA";"41";"CAPTACION, DEPURACION Y DISTRIBUCION DE AGUA";NA;NA;"0"
"45";"CONSTRUCCION";"F";"CONSTRUCCION";"45";"CONSTRUCCION";NA;NA;"0"
"4500";"Construcción";"F";"CONSTRUCCION";"45";"CONSTRUCCION";NA;NA;"0"
"50";"VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; VENTA AL POR MENOR DE COMBUSTIBLE PARA VEHÍCULOS AUTOMOTORES";"G";"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACION DE VEHICULOS AUTOMOTORES, MOTOCICLETAS, EFECTOS PERSONALES Y ENSERES DOMESTICOS";"50";"VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; VENTA AL POR MENOR DE COMBUSTIBLE PARA VEHÍCULOS AUTOMOTORES";NA;NA;"0"
"5001";"Venta de vehículos automotores, excepto motocicletas";"G";"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACION DE VEHICULOS AUTOMOTORES, MOTOCICLETAS, EFECTOS PERSONALES Y ENSERES DOMESTICOS";"50";"VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; VENTA AL POR MENOR DE COMBUSTIBLE PARA VEHÍCULOS AUTOMOTORES";NA;NA;"0"
"5002";"Mantenimiento y reparación de vehículos automotores, excepto motocicletas";"G";"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACION DE VEHICULOS AUTOMOTORES, MOTOCICLETAS, EFECTOS PERSONALES Y ENSERES DOMESTICOS";"50";"VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; VENTA AL POR MENOR DE COMBUSTIBLE PARA VEHÍCULOS AUTOMOTORES";NA;NA;"0"
